,danceability,energy,loudness,valence,acousticness,instrumentalness,tempo,kmeans
841,0.657,0.5529999999999999,-9.017,0.884,0.7609999999999999,9.01e-05,92.753,1
842,0.708,0.67,-8.142000000000001,0.94,0.471,0.0314,117.149,1
843,0.503,0.614,-7.814,0.313,0.123,0.023,111.148,1
844,0.617,0.465,-15.768,0.908,0.0538,0.0,117.428,1
845,0.633,0.418,-13.156,0.8220000000000001,0.0222,0.0274,116.426,1
846,0.594,0.8909999999999999,-7.329,0.7170000000000001,0.0495,0.794,137.358,1
847,0.311,0.362,-15.554,0.376,0.7909999999999999,0.628,86.43799999999999,0
848,0.467,0.371,-12.694,0.7140000000000001,0.812,0.0066099999999999,108.116,0
849,0.597,0.848,-5.841,0.437,0.0372,2.33e-05,128.009,1
850,0.321,0.337,-12.825,0.371,0.698,0.00116,155.279,0
851,0.241,0.604,-3.817,0.417,0.0672,4.98e-05,173.134,1
852,0.45,0.513,-9.662,0.635,0.473,0.0002399999999999,138.341,0
853,0.629,0.532,-11.328,0.813,0.0291,0.000745,93.564,1
854,0.903,0.557,-11.542,0.887,0.435,0.000205,128.768,1
855,0.4539999999999999,0.6,-6.324,0.478,0.0368,3.74e-06,83.36399999999999,1
856,0.65,0.777,-4.984,0.574,0.141,0.3429999999999999,109.608,1
857,0.405,0.4629999999999999,-16.167,0.542,0.00379,0.0442,79.45100000000001,1
858,0.63,0.64,-14.928,0.833,0.156,0.237,111.655,1
859,0.65,0.8,-8.202,0.956,0.00849,0.155,136.2,1
860,0.385,0.25,-14.912,0.351,0.4479999999999999,1.36e-05,85.35600000000001,0
861,0.746,0.255,-15.91,0.5720000000000001,0.555,0.8959999999999999,106.065,0
862,0.529,0.497,-10.924,0.7909999999999999,0.614,2.12e-06,95.908,0
863,0.568,0.75,-8.913,0.407,0.0731,0.0,75.82,1
864,0.789,0.374,-11.937,0.711,0.317,9.84e-05,117.92,1
865,0.6629999999999999,0.2689999999999999,-20.323,0.7659999999999999,0.8290000000000001,0.000927,123.812,0
866,0.411,0.555,-10.855,0.406,0.0657,0.00265,109.499,1
867,0.7020000000000001,0.5670000000000001,-10.205,0.959,0.0108,0.00035,131.813,1
868,0.57,0.6829999999999999,-12.054,0.966,0.298,0.00186,136.424,1
869,0.4,0.455,-10.679,0.532,0.374,2.54e-06,115.531,0
870,,,,,,,,0
871,0.649,0.642,-14.505999999999998,0.8370000000000001,0.114,0.00123,106.996,1
872,0.606,0.3829999999999999,-9.648,0.768,0.737,0.0,58.909,0
873,0.206,0.7,-9.682,0.317,0.0172,0.00582,172.338,1
874,0.407,0.8340000000000001,-9.224,0.71,0.0734,0.00021,121.38,1
875,0.473,0.527,-8.972000000000001,0.619,0.524,0.0,107.549,0
876,0.63,0.625,-8.407,0.887,0.6,1.52e-05,122.504,1
877,0.547,0.58,-13.415,0.505,0.23,0.00877,109.827,1
878,0.516,0.431,-10.97,0.19,0.149,0.0,97.689,0
879,0.638,0.71,-4.901,0.903,0.19,2.32e-06,118.101,1
880,0.662,0.335,-18.483,0.887,0.758,5.31e-06,110.262,0
881,0.7090000000000001,0.376,-15.648,0.961,0.266,0.0,118.325,1
882,0.7609999999999999,0.384,-13.02,0.8140000000000001,0.785,0.33,62.674,0
883,0.528,0.514,-11.909,0.44,0.0252,0.0894,122.872,1
884,0.73,0.511,-12.130999999999998,0.873,0.6459999999999999,3.12e-05,80.016,1
885,0.356,0.261,-14.963,0.2789999999999999,0.6890000000000001,0.0,128.55100000000002,0
886,0.53,0.985,-5.167000000000001,0.108,0.4029999999999999,0.000411,138.785,1
887,0.599,0.7020000000000001,-6.994,0.897,0.456,0.0,92.847,1
888,0.648,0.8590000000000001,-4.532,0.562,0.175,0.0,115.914,1
889,0.59,0.355,-14.050999999999998,0.499,0.48,0.0,133.03,0
890,0.687,0.63,-10.817,0.926,0.249,0.0,110.051,1
891,0.483,0.226,-12.915,0.415,0.648,0.0,97.627,0
892,0.4429999999999999,0.727,-7.951,0.5660000000000001,0.263,0.0001409999999999,160.82,1
893,0.758,0.83,-6.55,0.426,0.0411,0.0347,123.022,1
894,0.578,0.6579999999999999,-9.48,0.3989999999999999,0.0329,0.0,128.964,1
895,0.5539999999999999,0.716,-8.306000000000001,0.726,0.519,0.0,91.181,1
896,0.405,0.584,-5.624,0.784,0.753,0.0,167.58,0
897,0.736,0.871,-2.786,0.967,0.466,0.0,122.395,1
898,,,,,,,,0
899,0.682,0.688,-12.853,0.711,0.56,0.0,108.828,1
900,0.562,0.768,-6.613,0.966,0.381,0.03,119.544,1
901,0.813,0.619,-8.203,0.774,0.245,0.0151,114.58,1
902,0.7929999999999999,0.409,-10.869000000000002,0.825,0.0068,0.000749,104.047,1
903,0.6559999999999999,0.65,-11.643,0.931,0.634,0.0148,146.268,1
904,0.321,0.35,-11.428,0.365,0.7609999999999999,6.2e-05,146.987,0
905,0.66,0.512,-7.183,0.852,0.313,0.0,133.607,1
906,0.412,0.59,-12.277,0.653,0.255,0.0325,85.824,1
907,0.575,0.412,-12.685,0.396,0.281,0.0,123.172,0
908,0.603,0.313,-12.921,0.8170000000000001,0.248,4.53e-05,99.172,1
909,0.5429999999999999,0.561,-10.293,0.556,0.425,0.0,115.219,0
910,0.75,0.389,-11.789,0.85,0.124,0.0,117.736,1
911,0.355,0.187,-12.185,0.161,0.951,0.637,74.827,0
912,0.542,0.492,-11.927,0.58,0.467,0.00105,103.064,0
913,0.595,0.857,-6.89,0.74,0.498,0.0,127.629,1
914,0.487,0.382,-10.889,0.7140000000000001,0.0422,4.74e-06,116.557,1
915,0.706,0.615,-7.504,0.722,0.141,0.000167,120.796,1
916,0.5770000000000001,0.624,-8.607000000000001,0.727,0.0109,0.0,110.926,1
917,0.3779999999999999,0.682,-10.228,0.89,0.0777,2.83e-06,185.273,1
918,0.5379999999999999,0.127,-16.057000000000002,0.527,0.589,0.0001699999999999,62.82899999999999,0
919,0.3229999999999999,0.127,-15.66,0.3939999999999999,0.841,0.00413,92.637,0
920,0.6409999999999999,0.774,-5.916,0.942,0.0543,1.05e-05,89.787,1
921,0.7609999999999999,0.5920000000000001,-9.836,0.332,0.492,0.00626,123.095,0
922,0.451,0.62,-5.609,0.5,0.145,0.0239,123.487,1
923,0.6920000000000001,0.37,-14.261,0.5820000000000001,0.413,5.69e-05,96.748,0
924,,,,,,,,0
925,0.385,0.3389999999999999,-10.413,0.278,0.809,0.0,117.449,0
926,0.436,0.369,-15.899,0.499,0.493,0.0,102.055,0
927,0.7040000000000001,0.773,-9.621,0.972,0.0356,0.00498,141.655,1
928,0.5670000000000001,0.521,-11.068,0.539,0.28,6.97e-06,100.973,1
929,0.33,0.469,-12.371,0.387,0.0835,3.37e-05,89.397,0
930,0.593,0.4629999999999999,-10.648,0.6940000000000001,0.0177,0.0712,95.398,1
931,0.4039999999999999,0.266,-16.688,0.491,0.716,0.133,88.916,0
932,0.685,0.486,-11.898,0.892,0.758,0.0,101.539,0
933,0.516,0.397,-10.811,0.7070000000000001,0.5710000000000001,0.0,94.677,0
934,0.428,0.444,-11.172,0.884,0.775,0.0,121.926,0
935,0.537,0.7,-6.852,0.695,0.142,1.58e-06,117.111,1
936,0.481,0.6729999999999999,-5.41,0.615,0.5479999999999999,0.0,118.051,1
937,0.581,0.265,-22.263,0.95,0.482,0.00697,94.272,0
938,0.283,0.254,-14.306,0.309,0.142,1.22e-05,172.22799999999998,0
939,0.6940000000000001,0.541,-7.91,0.862,0.3939999999999999,1.26e-05,125.012,1
940,0.545,0.35,-13.155,0.736,0.541,2.18e-05,96.239,0
941,0.411,0.376,-13.847,0.513,0.33,1.18e-06,96.094,0
942,0.579,0.362,-12.442,0.401,0.71,0.00053,100.561,0
943,0.758,0.509,-15.534,0.58,0.124,0.000125,127.212,1
944,0.693,0.452,-13.001,0.794,0.3979999999999999,0.0,128.401,1
945,0.425,0.903,-4.801,0.769,0.405,0.0128,108.748,1
946,0.6809999999999999,0.527,-12.307,0.8420000000000001,0.327,0.0,141.782,1
947,0.416,0.428,-9.615,0.606,0.902,9.53e-06,95.203,0
948,0.52,0.179,-21.976,0.407,0.356,0.00344,155.746,0
949,0.326,0.313,-16.17,0.344,0.177,0.000569,76.785,0
950,0.362,0.286,-13.042,0.419,0.565,0.00403,107.349,0
951,0.561,0.441,-10.201,0.843,0.337,1.53e-05,133.891,1
952,0.517,0.5329999999999999,-11.053,0.769,0.539,1.97e-05,126.229,0
953,0.535,0.562,-9.992,0.851,0.239,9.88e-06,108.107,1
954,0.518,0.782,-9.753,0.861,0.265,0.654,163.642,1
955,0.526,0.52,-8.918,0.675,0.2019999999999999,0.000329,118.404,1
956,0.565,0.9,-6.189,0.831,0.0144,0.00182,131.476,1
957,0.435,0.804,-8.48,0.727,0.466,0.0,93.83,1
958,0.575,0.721,-6.005,0.922,0.462,0.0,101.594,1
959,0.789,0.488,-11.748,0.944,0.0875,0.894,134.549,1
960,0.617,0.228,-12.379,0.204,0.437,0.002,82.95299999999999,0
961,0.531,0.674,-7.312,0.8690000000000001,0.53,9.46e-05,115.087,1
962,0.382,0.77,-5.899,0.7929999999999999,0.769,0.304,95.871,1
963,0.7190000000000001,0.742,-6.75,0.765,0.589,2.1600000000000003e-05,128.003,1
964,0.951,0.767,-3.973,0.901,0.143,0.258,116.419,1
965,0.8079999999999999,0.804,-7.292000000000001,0.962,0.0536,9.6e-06,124.631,1
966,,,,,,,,0
967,0.34,0.561,-8.927,0.653,0.0678,0.00479,175.748,1
968,0.7340000000000001,0.4639999999999999,-10.704,0.903,0.166,3.27e-06,110.59,1
969,0.4379999999999999,0.349,-15.569,0.6829999999999999,0.3379999999999999,5.7e-05,124.984,0
970,0.308,0.531,-7.691,0.3279999999999999,0.416,0.0,149.713,0
971,0.69,0.506,-12.531,0.848,0.496,0.0030399999999999,98.781,1
972,0.7609999999999999,0.324,-14.048,0.402,0.1369999999999999,0.0,93.074,0
973,0.782,0.629,-9.511,0.794,0.306,0.0181,132.026,1
974,0.664,0.564,-12.376,0.954,0.363,0.0827,109.031,1
975,0.33,0.693,-8.395,0.5920000000000001,0.228,3e-05,174.377,1
976,0.315,0.356,-11.130999999999998,0.491,0.762,1.67e-06,181.588,0
977,0.67,0.296,-16.279,0.637,0.109,1.03e-06,130.282,1
978,0.363,0.321,-10.015,0.374,0.924,0.00211,110.973,0
979,0.396,0.3379999999999999,-10.872,0.377,0.198,2.62e-06,133.52200000000002,0
980,0.261,0.486,-10.136,0.451,0.721,0.000417,101.334,0
981,0.5329999999999999,0.376,-11.913,0.187,0.0302,0.248,165.007,0
982,0.606,0.852,-3.766,0.868,0.0191,0.0,130.804,1
983,0.619,0.386,-11.879,0.455,0.435,0.0,98.366,0
984,0.735,0.52,-6.18,0.688,0.255,0.0,118.441,1
985,0.846,0.346,-13.791,0.746,0.235,0.00381,137.642,1
986,0.442,0.319,-15.258,0.662,0.027,0.8590000000000001,116.813,1
987,0.535,0.332,-11.823,0.526,0.792,1.2e-05,96.104,0
988,0.33,0.25,-12.369000000000002,0.382,0.545,0.0,149.89,0
989,0.321,0.462,-10.711,0.457,0.0961,0.0,116.782,0
990,0.499,0.759,-8.692,0.764,0.1639999999999999,0.0,105.545,1
991,0.631,0.6609999999999999,-9.485,0.743,0.29,0.00575,136.02,1
992,0.3779999999999999,0.505,-10.863,0.415,0.432,0.000226,95.254,0
993,0.565,0.6679999999999999,-9.338,0.799,0.00576,0.0,110.161,1
994,0.7490000000000001,0.53,-12.94,0.966,0.195,3.53e-05,121.395,1
995,0.363,0.4,-12.949000000000002,0.426,0.212,1.47e-06,130.954,0
996,0.703,0.345,-15.329,0.718,0.38,0.0,96.579,0
997,0.648,0.873,-10.553,0.506,0.00415,8.97e-05,144.067,1
998,0.149,0.206,-13.888,0.264,0.8220000000000001,0.000649,79.764,0
999,0.5429999999999999,0.241,-14.59,0.205,0.669,6.27e-05,89.07799999999999,0
1000,0.55,0.726,-8.51,0.37,0.146,0.0060799999999999,92.697,1
1001,0.705,0.261,-18.934,0.637,0.813,0.0187,108.716,0
1002,0.591,0.7809999999999999,-9.68,0.7090000000000001,0.0677,0.0,109.481,1
1003,0.426,0.789,-5.0760000000000005,0.426,0.203,0.00137,98.752,1
1004,0.51,0.515,-7.247000000000001,0.331,0.593,1.24e-06,93.212,0
1005,0.619,0.833,-10.136,0.963,0.0264,0.0204,136.783,1
1006,0.4429999999999999,0.4029999999999999,-8.339,0.41,0.631,0.0,143.46200000000002,0
1007,0.631,0.746,-5.439,0.93,0.451,0.0,108.875,1
1008,0.6779999999999999,0.621,-13.454,0.804,0.135,0.000468,120.7,1
1009,0.37,0.3779999999999999,-15.178,0.722,0.514,0.0,112.159,0
1010,0.629,0.356,-11.135,0.472,0.66,0.000617,83.88600000000001,0
1011,0.73,0.643,-11.186,0.977,0.173,0.0,130.748,1
1012,0.71,0.815,-7.765,0.955,0.451,0.000469,93.603,1
1013,0.755,0.703,-10.917,0.949,0.364,0.0,113.732,1
1014,0.562,0.492,-14.669,0.858,0.352,0.0,127.811,1
1015,0.7829999999999999,0.596,-10.056,0.88,0.235,0.0,127.576,1
1016,0.9,0.7090000000000001,-12.683,0.897,0.296,0.00047,105.822,1
1017,0.847,0.4589999999999999,-11.793,0.959,0.44,0.0,119.513,1
1018,0.488,0.754,-7.95,0.664,0.00154,2.42e-05,88.369,1
1019,0.601,0.643,-5.827999999999999,0.552,0.1119999999999999,0.00209,128.262,1
1020,0.3279999999999999,0.132,-15.672,0.1889999999999999,0.652,0.0,71.392,0
1021,0.535,0.774,-6.42,0.865,0.0983,0.0,79.5,1
1022,0.472,0.3389999999999999,-10.969,0.242,0.61,0.0,141.357,0
1023,0.508,0.67,-10.834,0.6459999999999999,0.416,0.0575,93.406,1
1024,0.782,0.476,-12.817,0.813,0.241,0.000103,119.992,1
1025,0.665,0.65,-6.1160000000000005,0.928,0.457,0.00176,98.094,1
1026,0.425,0.41,-15.880999999999998,0.664,0.507,2.18e-06,82.177,0
1027,0.564,0.523,-12.908,0.89,0.178,0.0303,149.304,1
1028,0.672,0.595,-11.227,0.871,0.0518,0.0,108.897,1
1029,0.547,0.655,-11.707,0.649,0.136,0.00737,125.545,1
1030,0.691,0.762,-6.47,0.957,0.462,0.0286,128.111,1
1031,0.624,0.931,-9.988,0.14,0.000899,0.00149,119.887,1
1032,0.639,0.544,-12.843,0.7929999999999999,0.617,0.0,80.844,1
1033,0.746,0.649,-6.416,0.835,0.173,0.00602,105.302,1
1034,0.301,0.309,-19.155,0.384,0.524,0.0758,75.165,0
1035,0.422,0.276,-16.541,0.123,0.0764,0.0004379999999999,185.848,0
1036,0.583,0.631,-5.397,0.542,0.0804,2.15e-06,128.44299999999998,1
1037,0.593,0.557,-12.319,0.687,0.0208,0.0,117.705,1
1038,0.299,0.3289999999999999,-10.096,0.392,0.7559999999999999,0.0105,132.282,0
1039,0.531,0.48,-10.633,0.8809999999999999,0.256,0.000136,104.117,1
1040,0.505,0.626,-6.4110000000000005,0.407,0.838,2.6600000000000003e-05,94.669,0
1041,0.408,0.316,-10.886,0.36,0.71,2.79e-06,93.858,0
1042,0.8220000000000001,0.7,-6.382999999999999,0.961,0.141,0.00827,120.376,1
1043,0.319,0.275,-13.195,0.253,0.444,0.000365,75.75399999999999,0
1044,0.407,0.826,-10.014,0.794,0.0409,0.00014,162.032,1
1045,0.616,0.629,-6.9,0.606,0.0285,1.32e-06,94.004,1
1046,0.755,0.8759999999999999,-8.867,0.954,0.357,5.17e-06,102.762,1
1047,0.669,0.514,-11.220999999999998,0.866,0.477,0.0,96.356,1
1048,0.563,0.655,-6.399,0.866,0.168,0.0,117.794,1
1049,0.474,0.917,-4.19,0.902,0.5820000000000001,0.231,152.113,1
1050,0.754,0.449,-14.013,0.973,0.7240000000000001,0.0,82.751,1
1051,0.405,0.831,-3.863,0.7120000000000001,0.0616,0.00456,177.59799999999998,1
1052,0.38,0.532,-14.477,0.79,0.537,4.6200000000000005e-05,99.865,0
1053,0.539,0.386,-11.197,0.755,0.853,0.000522,142.82299999999998,0
1054,0.7829999999999999,0.6659999999999999,-9.523,0.906,0.665,0.0,92.471,1
1055,,,,,,,,0
1056,0.6409999999999999,0.6970000000000001,-9.272,0.7809999999999999,0.125,0.00761,125.0,1
1057,0.2689999999999999,0.748,-3.773,0.406,0.000681,0.00022,118.814,1
1058,0.604,0.905,-7.059,0.723,0.309,0.0632,147.44799999999998,1
1059,0.685,0.743,-12.345999999999998,0.7140000000000001,0.614,0.0,132.083,1
1060,0.525,0.433,-16.625999999999998,0.462,0.158,2.79e-05,96.453,0
1061,,,,,,,,0
1062,0.236,0.33,-11.635,0.319,0.782,2.45e-06,173.308,0
1063,0.479,0.4529999999999999,-12.806,0.7559999999999999,0.225,0.0003799999999999,81.18,1
1064,0.611,0.35,-14.48,0.36,0.499,7.84e-06,76.064,0
1065,0.585,0.54,-8.333,0.7170000000000001,0.264,0.0,88.544,1
1066,0.7040000000000001,0.528,-13.382,0.73,0.22,0.35,117.472,1
1067,0.484,0.477,-13.849,0.122,0.0795,5.09e-06,128.265,0
1068,0.484,0.59,-6.662999999999999,0.324,0.795,0.00306,140.588,0
1069,0.266,0.735,-5.863,0.442,0.421,0.0117,136.148,0
1070,0.58,0.865,-6.045,0.8009999999999999,0.072,0.574,130.293,1
1071,0.3979999999999999,0.6920000000000001,-8.596,0.65,0.496,0.0,93.907,1
1072,0.565,0.327,-13.784,0.598,0.774,0.0131,134.404,0
1073,0.385,0.779,-10.127,0.631,0.0856,0.0,198.654,1
1074,0.6990000000000001,0.359,-9.659,0.427,0.166,0.0,114.977,1
1075,0.58,0.624,-8.346,0.639,0.0975,0.0,139.72,1
1076,0.6729999999999999,0.807,-11.53,0.8590000000000001,0.406,0.0,116.346,1
1077,0.313,0.8270000000000001,-8.009,0.8140000000000001,0.0681,0.2289999999999999,177.92700000000002,1
1078,0.425,0.503,-10.973,0.701,0.1,0.000749,86.56200000000001,1
1079,0.236,0.7240000000000001,-5.098,0.494,0.358,0.0,174.195,1
1080,0.627,0.544,-11.436,0.877,0.0859,0.0,129.851,1
1081,,,,,,,,0
1082,0.474,0.7340000000000001,-8.812999999999999,0.926,0.0871,0.00356,101.751,1
1083,0.649,0.741,-9.469,0.918,0.598,2.15e-06,96.791,1
1084,0.42,0.7290000000000001,-9.849,0.795,0.483,0.00295,107.751,1
1085,0.535,0.565,-13.637,0.6729999999999999,0.561,4.13e-06,120.146,0
1086,0.504,0.918,-6.603,0.963,0.0127,0.0642,166.15599999999998,1
1087,0.168,0.593,-10.781,0.718,0.265,0.00121,155.247,1
1088,0.6629999999999999,0.8079999999999999,-13.13,0.804,0.211,1.3699999999999998e-05,108.941,1
1089,,,,,,,,0
1090,0.6,0.648,-12.147,0.84,0.017,8.120000000000001e-05,137.22,1
1091,0.4579999999999999,0.539,-12.402,0.56,0.121,0.00944,118.928,1
1092,0.6759999999999999,0.3389999999999999,-13.805,0.7559999999999999,0.7170000000000001,9.77e-06,136.882,0
1093,0.412,0.456,-11.397,0.401,0.583,0.0,137.296,0
1094,0.631,0.536,-12.135,0.8,0.4029999999999999,0.836,111.596,1
1095,0.693,0.489,-9.709,0.262,0.0854,0.00234,87.085,1
1096,0.449,0.563,-5.44,0.536,0.271,0.00146,112.781,1
1097,0.517,0.375,-11.527,0.306,0.682,1.28e-06,118.391,0
1098,0.6509999999999999,0.6679999999999999,-12.413,0.972,0.472,0.0020399999999999,126.99,1
1099,0.611,0.583,-10.428,0.53,0.611,0.0853,129.43200000000002,0
1100,0.45,0.441,-12.718,0.8109999999999999,0.498,0.00562,208.282,0
1101,0.595,0.49,-12.3,0.907,0.348,0.0,100.367,1
1102,0.437,0.264,-13.715,0.251,0.635,0.0,68.541,0
1103,0.639,0.385,-13.253,0.209,0.284,0.00193,131.714,0
1104,0.387,0.413,-11.12,0.38,0.778,0.00082,108.424,0
1105,0.255,0.43,-12.564,0.546,0.546,1.87e-05,164.267,0
1106,0.431,0.239,-15.402,0.455,0.897,0.0096099999999999,92.492,0
1107,0.777,0.581,-10.129,0.93,0.154,0.0,123.1,1
1108,0.4529999999999999,0.4639999999999999,-10.96,0.6579999999999999,0.302,5.96e-05,93.19,1
1109,0.772,0.397,-8.585,0.617,0.3389999999999999,0.00541,97.964,1
1110,0.6509999999999999,0.812,-6.912000000000001,0.927,0.33,0.000131,189.68400000000003,1
1111,0.551,0.461,-11.778,0.7390000000000001,0.252,2.39e-06,105.155,1
1112,0.775,0.476,-8.539,0.928,0.191,0.0,131.4,1
1113,0.695,0.282,-15.359000000000002,0.445,0.6809999999999999,0.0267,91.681,0
1114,0.884,0.488,-12.53,0.974,0.2769999999999999,2.34e-06,93.209,1
1115,0.6409999999999999,0.927,-3.532,0.966,0.215,0.00029,128.606,1
1116,0.7879999999999999,0.865,-9.729,0.947,0.131,1.58e-05,109.081,1
1117,0.564,0.357,-12.752,0.477,0.5579999999999999,0.0,129.24200000000002,0
1118,0.256,0.8320000000000001,-5.577999999999999,0.8370000000000001,0.111,0.0,202.084,1
1119,,,,,,,,0
1120,0.479,0.416,-11.451,0.514,0.457,1.7199999999999998e-05,79.593,0
1121,0.435,0.7190000000000001,-10.181,0.743,0.286,0.0,154.072,1
1122,0.514,0.895,-9.008,0.593,0.263,0.0,119.671,1
1123,0.421,0.674,-5.25,0.6,0.0496,0.0,121.958,1
1124,,,,,,,,0
1125,0.75,0.711,-10.633,0.961,0.526,0.000653,105.636,1
1126,0.5660000000000001,0.727,-10.531,0.885,0.0404,1.63e-06,134.69299999999998,1
1127,0.331,0.258,-11.178,0.147,0.7170000000000001,4.45e-05,83.285,0
1128,0.5379999999999999,0.7040000000000001,-8.904,0.583,0.0794,0.0,120.963,1
1129,0.755,0.8170000000000001,-3.819,0.97,0.487,3.59e-05,124.993,1
1130,0.833,0.475,-14.951,0.978,0.0489,0.000104,136.384,1
1131,0.7809999999999999,0.7340000000000001,-6.777,0.964,0.0309,0.0,124.55,1
1132,0.248,0.245,-13.319,0.2019999999999999,0.883,4.53e-05,134.822,0
1133,0.528,0.2239999999999999,-15.495,0.373,0.948,0.437,79.04,0
1134,0.371,0.24,-11.289,0.286,0.856,1.02e-06,75.405,0
1135,0.612,0.24,-12.821,0.223,0.745,7.859999999999999e-05,122.565,0
1136,0.48,0.669,-11.119000000000002,0.705,0.203,0.0,170.84900000000002,1
1137,0.527,0.821,-7.19,0.835,0.337,1.68e-06,166.139,1
1138,0.596,0.514,-11.504,0.964,0.0582,0.0,130.553,1
1139,0.627,0.59,-12.019,0.902,0.364,0.0,100.543,1
1140,0.609,0.624,-11.717,0.691,0.0396,0.000168,123.191,1
1141,0.534,0.536,-6.957000000000001,0.306,0.481,4.18e-06,143.731,0
1142,0.477,0.4639999999999999,-10.818,0.6890000000000001,0.5670000000000001,0.0,77.917,0
1143,0.64,0.742,-8.336,0.861,0.239,0.0,152.934,1
1144,0.4,0.0897,-19.012,0.24,0.938,0.000521,70.387,0
1145,0.585,0.412,-10.909,0.713,0.387,0.0,124.688,1
1146,0.688,0.8079999999999999,-8.207,0.883,0.124,0.00158,115.801,1
1147,0.284,0.396,-6.761,0.303,0.6990000000000001,0.0386,79.624,0
1148,0.639,0.635,-11.028,0.93,0.6990000000000001,0.0,139.41299999999998,1
1149,0.481,0.395,-9.017,0.373,0.721,4.93e-05,77.89,0
1150,0.747,0.396,-13.134,0.852,0.687,0.0,113.106,0
1151,0.669,0.583,-9.165,0.647,0.0521,1.52e-05,114.548,1
1152,0.611,0.396,-13.741,0.754,0.495,1.4e-06,99.71,0
1153,0.52,0.932,-6.437,0.492,0.1369999999999999,0.0188,111.215,1
1154,0.601,0.249,-17.667,0.476,0.787,0.0428,84.353,0
1155,0.695,0.647,-9.82,0.974,0.547,0.00562,88.037,1
1156,0.628,0.603,-10.286,0.951,0.178,1.73e-05,120.782,1
1157,0.708,0.337,-13.162,0.852,0.312,0.0108,122.235,1
1158,0.3879999999999999,0.176,-16.952,0.342,0.912,0.000336,97.628,0
1159,0.488,0.768,-8.207,0.447,0.147,0.429,93.617,1
1160,0.586,0.871,-6.867000000000001,0.921,0.13,0.0,77.594,1
1161,,,,,,,,0
1162,0.8140000000000001,0.452,-12.477,0.738,0.0292,2.99e-05,104.093,1
1163,0.41,0.948,-7.732,0.482,0.186,1.14e-06,175.417,1
1164,0.669,0.5329999999999999,-14.095999999999998,0.847,0.261,0.0,92.273,1
1165,,,,,,,,0
1166,0.428,0.6859999999999999,-9.375,0.589,0.26,0.0841,107.401,1
1167,,,,,,,,0
1168,0.665,0.649,-9.895,0.976,0.242,0.000459,134.181,1
1169,0.259,0.473,-10.187,0.2319999999999999,0.512,1.5e-06,84.897,0
1170,0.483,0.503,-9.396,0.598,0.354,0.0002839999999999,151.862,0
1171,0.7879999999999999,0.8320000000000001,-10.783,0.91,0.354,0.0,101.045,1
1172,0.6940000000000001,0.8540000000000001,-7.659,0.958,0.2269999999999999,0.000417,121.271,1
1173,0.575,0.619,-8.321,0.84,0.52,8.23e-05,118.597,1
1174,0.913,0.481,-8.459,0.878,0.392,7.48e-05,103.62,1
1175,0.54,0.312,-16.546,0.65,0.505,0.00229,92.367,0
1176,0.595,0.34,-15.214,0.79,0.787,0.179,119.859,0
1177,0.192,0.263,-11.83,0.196,0.945,0.0,87.74700000000001,0
1178,0.679,0.672,-7.006,0.926,0.0481,0.0243,103.445,1
1179,0.344,0.243,-14.204,0.3389999999999999,0.684,2.47e-05,94.662,0
1180,0.67,0.8390000000000001,-9.65,0.847,0.318,2.33e-06,124.67,1
1181,0.701,0.826,-9.691,0.32,0.249,0.327,134.941,1
1182,0.7190000000000001,0.486,-9.489,0.8240000000000001,0.119,3.19e-05,141.515,1
1183,0.634,0.8190000000000001,-6.7860000000000005,0.931,0.359,4.98e-06,104.517,1
1184,0.586,0.7240000000000001,-11.512,0.973,0.373,0.0002009999999999,138.984,1
1185,0.589,0.601,-11.105,0.713,0.239,0.0,137.808,1
1186,0.497,0.715,-17.488,0.826,0.24,0.00615,120.791,1
1187,0.469,0.486,-10.422,0.574,0.7040000000000001,0.033,75.137,0
1188,0.268,0.379,-14.286,0.568,0.177,5.66e-06,90.422,0
1189,0.4039999999999999,0.7120000000000001,-11.222,0.542,0.617,0.0334,148.2,0
1190,0.731,0.518,-14.753,0.954,0.445,0.0,107.669,1
1191,0.564,0.5870000000000001,-7.393,0.966,0.0573,0.00485,147.46200000000002,1
1192,0.698,0.643,-16.985,0.7140000000000001,0.8029999999999999,0.0799,128.22,0
1193,0.6920000000000001,0.629,-10.714,0.956,0.113,0.0,126.5,1
1194,0.503,0.62,-7.265,0.736,0.22,2.29e-06,156.243,1
1195,0.247,0.31,-10.487,0.483,0.745,1.86e-05,198.82,0
1196,0.5489999999999999,0.722,-11.729,0.716,0.25,0.0138,103.885,1
1197,,,,,,,,0
1198,0.311,0.0264,-21.644,0.139,0.731,0.00205,120.653,0
1199,0.5579999999999999,0.4639999999999999,-8.488,0.5589999999999999,0.583,0.000133,171.762,0
1200,0.527,0.509,-10.893,0.497,0.6,0.0,138.317,0
1201,0.441,0.212,-13.657,0.124,0.556,5.52e-06,65.311,0
1202,0.636,0.5489999999999999,-10.933,0.84,0.8059999999999999,0.000386,131.154,0
1203,0.84,0.856,-11.277,0.763,0.182,0.000297,93.41,1
1204,0.619,0.22,-13.843,0.423,0.782,1.19e-05,75.16,0
1205,0.495,0.307,-18.168,0.802,0.26,5.21e-05,80.97,0
1206,0.452,0.369,-14.42,0.865,0.701,0.246,82.853,0
1207,0.472,0.503,-10.018,0.4429999999999999,0.467,0.0,152.72799999999998,0
1208,0.7559999999999999,0.397,-10.701,0.507,0.57,0.0115,101.985,0
